sentence,sentiment
Nội dung phong phú và thiết thực (mẫu UIT-VSFC #6096),2
Môn học giúp em hiểu nhiều điều mới (mẫu UIT-VSFC #6078),2
Tài liệu thiếu không đủ để học (mẫu UIT-VSFC #754),0
Giảng viên rất tận tâm với sinh viên (mẫu UIT-VSFC #2514),2
Thầy giảng dạy rất tốt và nhiệt tình (mẫu UIT-VSFC #531),2
Cô không giải thích rõ sinh viên hỏi không được (mẫu UIT-VSFC #2676),0
Môn học rất hay và bổ ích (mẫu UIT-VSFC #6273),2
Giảng viên rất tận tâm với sinh viên (mẫu UIT-VSFC #5934),2
Cô giải thích rõ ràng dễ hiểu (mẫu UIT-VSFC #6002),2
Thầy dạy rất hay em rất thích (mẫu UIT-VSFC #3867),2
Cô giải thích rõ ràng dễ hiểu (mẫu UIT-VSFC #1102),2
Giảng viên dạy ổn theo chương trình (mẫu UIT-VSFC #922),1
Thầy giảng dạy rất tốt và nhiệt tình (mẫu UIT-VSFC #571),2
Chương trình học bình thường (mẫu UIT-VSFC #1668),1
Chương trình học hợp lý và khoa học (mẫu UIT-VSFC #2340),2
Không có gì nổi bật cũng không tệ (mẫu UIT-VSFC #647),1
"Phòng máy tính hay bị lỗi, ảnh hưởng đến tiết học thực hành.",0
Bài tập không liên quan đến nội dung (mẫu UIT-VSFC #1789),0
Môn học rất hay và bổ ích (mẫu UIT-VSFC #5953),2
Lớp học nóng bức không tập trung được (mẫu UIT-VSFC #38),0
Không có gì nổi bật cũng không tệ (mẫu UIT-VSFC #1107),1
Chương trình học hợp lý và khoa học (mẫu UIT-VSFC #940),2
Cô rất nhiệt tình hỗ trợ sinh viên (mẫu UIT-VSFC #4499),2
Bài tập không liên quan đến nội dung (mẫu UIT-VSFC #509),0
Thầy dạy rất hay em rất thích (mẫu UIT-VSFC #5777),2
Nội dung tạm được không hay không dở (mẫu UIT-VSFC #473),1
Lớp học nóng bức không tập trung được (mẫu UIT-VSFC #708),0
Chương trình học hợp lý và khoa học (mẫu UIT-VSFC #5760),2
Đề thi khó hơn nội dung đã học (mẫu UIT-VSFC #655),0
Thầy giảng dạy rất tốt và nhiệt tình (mẫu UIT-VSFC #2731),2
Tài liệu thiếu không đủ để học (mẫu UIT-VSFC #364),0
Không có gì nổi bật cũng không tệ (mẫu UIT-VSFC #1427),1
Cô giải thích rõ ràng dễ hiểu (mẫu UIT-VSFC #5022),2
Giảng viên rất tận tâm với sinh viên (mẫu UIT-VSFC #4844),2
Môn học rất hay và bổ ích (mẫu UIT-VSFC #5373),2
Cô giải thích rõ ràng dễ hiểu (mẫu UIT-VSFC #1312),2
Bài giảng đủ nội dung chấp nhận được (mẫu UIT-VSFC #264),1
Môn học rất hay và bổ ích (mẫu UIT-VSFC #5263),2
Giảng viên rất tận tâm với sinh viên (mẫu UIT-VSFC #4814),2
Giảng viên hay nghỉ học đột ngột (mẫu UIT-VSFC #2320),0
Thầy dạy rất hay em rất thích (mẫu UIT-VSFC #2957),2
Bài giảng đủ nội dung chấp nhận được (mẫu UIT-VSFC #484),1
Bài giảng đủ nội dung chấp nhận được (mẫu UIT-VSFC #864),1
Lớp học nóng bức không tập trung được (mẫu UIT-VSFC #338),0
Giảng viên rất tận tâm với sinh viên (mẫu UIT-VSFC #1354),2
Chương trình học hợp lý và khoa học (mẫu UIT-VSFC #4370),2
Giảng viên hay nghỉ học đột ngột (mẫu UIT-VSFC #1890),0
Nội dung tạm được không hay không dở (mẫu UIT-VSFC #713),1
Tài liệu thiếu không đủ để học (mẫu UIT-VSFC #1534),0
Môn học quá khó bài tập nhiều (mẫu UIT-VSFC #1512),0
Thầy giảng dạy rất tốt và nhiệt tình (mẫu UIT-VSFC #3061),2
Bài giảng sinh động và hấp dẫn (mẫu UIT-VSFC #5555),2
Bài giảng sinh động và hấp dẫn (mẫu UIT-VSFC #6335),2
Môn này quá nặng so với tín chỉ (mẫu UIT-VSFC #587),0
Giảng viên rất tận tâm với sinh viên (mẫu UIT-VSFC #6554),2
Môn học quá khó bài tập nhiều (mẫu UIT-VSFC #542),0
Chương trình học hợp lý và khoa học (mẫu UIT-VSFC #6030),2
Chương trình học hợp lý và khoa học (mẫu UIT-VSFC #2040),2
Thầy dạy rất hay em rất thích (mẫu UIT-VSFC #4477),2
Cô rất nhiệt tình hỗ trợ sinh viên (mẫu UIT-VSFC #5439),2
Giảng viên rất tận tâm với sinh viên (mẫu UIT-VSFC #784),2
Cô rất nhiệt tình hỗ trợ sinh viên (mẫu UIT-VSFC #5849),2
Môn học giúp em hiểu nhiều điều mới (mẫu UIT-VSFC #4688),2
Cô giải thích rõ ràng dễ hiểu (mẫu UIT-VSFC #3132),2
Chương trình học hợp lý và khoa học (mẫu UIT-VSFC #600),2
Thầy giảng dạy rất tốt và nhiệt tình (mẫu UIT-VSFC #4151),2
Bài tập không liên quan đến nội dung (mẫu UIT-VSFC #1139),0
Giảng viên hay nghỉ học đột ngột (mẫu UIT-VSFC #2280),0
Bài giảng sinh động và hấp dẫn (mẫu UIT-VSFC #6525),2
Môn này quá nặng so với tín chỉ (mẫu UIT-VSFC #1827),0
Thầy giảng dạy rất tốt và nhiệt tình (mẫu UIT-VSFC #5081),2
Thầy giảng dạy rất tốt và nhiệt tình (mẫu UIT-VSFC #5171),2
Thầy dạy rất hay em rất thích (mẫu UIT-VSFC #687),2
Cô rất nhiệt tình hỗ trợ sinh viên (mẫu UIT-VSFC #3269),2
Môn học giúp em hiểu nhiều điều mới (mẫu UIT-VSFC #718),2
Môn học rất hay và bổ ích (mẫu UIT-VSFC #3303),2
Môn học giúp em hiểu nhiều điều mới (mẫu UIT-VSFC #4808),2
Nội dung phong phú và thiết thực (mẫu UIT-VSFC #606),2
Thầy dạy khó hiểu quá sinh viên không theo kịp (mẫu UIT-VSFC #881),0
Giảng viên rất tận tâm với sinh viên (mẫu UIT-VSFC #1034),2
Chương trình học hợp lý và khoa học (mẫu UIT-VSFC #2210),2
Thầy dạy rất hay em rất thích (mẫu UIT-VSFC #2987),2
Giảng viên dạy nhanh quá không hiểu (mẫu UIT-VSFC #1223),0
Chương trình học bình thường (mẫu UIT-VSFC #1438),1
Môn học không khó không dễ (mẫu UIT-VSFC #865),1
Môn học tạm ổn đáp ứng yêu cầu (mẫu UIT-VSFC #1220),1
Lớp học nóng bức không tập trung được (mẫu UIT-VSFC #2328),0
Nội dung tạm được không hay không dở (mẫu UIT-VSFC #813),1
Thầy dạy rất hay em rất thích (mẫu UIT-VSFC #727),2
Nội dung phong phú và thiết thực (mẫu UIT-VSFC #2186),2
Môn học giúp em hiểu nhiều điều mới (mẫu UIT-VSFC #5448),2
Cô không giải thích rõ sinh viên hỏi không được (mẫu UIT-VSFC #2916),0
Cô rất nhiệt tình hỗ trợ sinh viên (mẫu UIT-VSFC #1699),2
Thầy giảng dạy rất tốt và nhiệt tình (mẫu UIT-VSFC #3951),2
Chương trình học hợp lý và khoa học (mẫu UIT-VSFC #5650),2
Thầy dạy rất hay em rất thích (mẫu UIT-VSFC #1107),2
Thầy giảng dạy rất tốt và nhiệt tình (mẫu UIT-VSFC #5851),2
Thầy dạy rất hay em rất thích (mẫu UIT-VSFC #267),2
Nội dung phong phú và thiết thực (mẫu UIT-VSFC #4156),2
Thầy dạy rất hay em rất thích (mẫu UIT-VSFC #6117),2
Cô rất nhiệt tình hỗ trợ sinh viên (mẫu UIT-VSFC #6339),2
Giảng viên rất tận tâm với sinh viên (mẫu UIT-VSFC #714),2
Đề thi khó hơn nội dung đã học (mẫu UIT-VSFC #1085),0
Môn học giúp em hiểu nhiều điều mới (mẫu UIT-VSFC #6398),2
Môn học bình thường không có gì đặc biệt (mẫu UIT-VSFC #1321),1
Môn học quá khó bài tập nhiều (mẫu UIT-VSFC #2462),0
Bài tập không liên quan đến nội dung (mẫu UIT-VSFC #1699),0
Giảng viên dạy ổn theo chương trình (mẫu UIT-VSFC #652),1
Môn này quá nặng so với tín chỉ (mẫu UIT-VSFC #2297),0
Thầy dạy khó hiểu quá sinh viên không theo kịp (mẫu UIT-VSFC #2001),0
Cô rất nhiệt tình hỗ trợ sinh viên (mẫu UIT-VSFC #1109),2
Cô rất nhiệt tình hỗ trợ sinh viên (mẫu UIT-VSFC #5909),2
Bài tập không liên quan đến nội dung (mẫu UIT-VSFC #1959),0
Không có gì nổi bật cũng không tệ (mẫu UIT-VSFC #1227),1
Cô rất nhiệt tình hỗ trợ sinh viên (mẫu UIT-VSFC #3069),2
Lớp học nóng bức không tập trung được (mẫu UIT-VSFC #208),0
Môn học quá khó bài tập nhiều (mẫu UIT-VSFC #2732),0
Cô giải thích rõ ràng dễ hiểu (mẫu UIT-VSFC #3942),2
Thầy giảng dạy rất tốt và nhiệt tình (mẫu UIT-VSFC #5781),2
Nội dung phong phú và thiết thực (mẫu UIT-VSFC #26),2
Đề thi khó hơn nội dung đã học (mẫu UIT-VSFC #415),0
Môn học rất hay và bổ ích (mẫu UIT-VSFC #4773),2
Môn học rất hay và bổ ích (mẫu UIT-VSFC #2353),2
Giảng viên rất tận tâm với sinh viên (mẫu UIT-VSFC #3964),2
Tài liệu thiếu không đủ để học (mẫu UIT-VSFC #2804),0
Cô không giải thích rõ sinh viên hỏi không được (mẫu UIT-VSFC #1826),0
Chương trình học hợp lý và khoa học (mẫu UIT-VSFC #270),2
Đề thi khó hơn nội dung đã học (mẫu UIT-VSFC #2165),0
Môn học tạm ổn đáp ứng yêu cầu (mẫu UIT-VSFC #100),1
Môn học quá khó bài tập nhiều (mẫu UIT-VSFC #1572),0
Cô dạy bình thường đúng giáo trình (mẫu UIT-VSFC #506),1
Chương trình học hợp lý và khoa học (mẫu UIT-VSFC #1030),2
Môn học quá khó bài tập nhiều (mẫu UIT-VSFC #872),0
Môn học không khó không dễ (mẫu UIT-VSFC #905),1
Thầy dạy rất hay em rất thích (mẫu UIT-VSFC #3907),2
Môn học rất hay và bổ ích (mẫu UIT-VSFC #783),2
Thầy dạy rất hay em rất thích (mẫu UIT-VSFC #1997),2
Bài giảng sinh động và hấp dẫn (mẫu UIT-VSFC #4935),2
Giảng viên rất tận tâm với sinh viên (mẫu UIT-VSFC #3894),2
Không có gì nổi bật cũng không tệ (mẫu UIT-VSFC #1097),1
Cô giải thích rõ ràng dễ hiểu (mẫu UIT-VSFC #1822),2
Môn này quá nặng so với tín chỉ (mẫu UIT-VSFC #317),0
Giảng viên hay nghỉ học đột ngột (mẫu UIT-VSFC #2030),0
Tài liệu thiếu không đủ để học (mẫu UIT-VSFC #2374),0
Chương trình học hợp lý và khoa học (mẫu UIT-VSFC #2450),2
Giảng viên rất tận tâm với sinh viên (mẫu UIT-VSFC #3534),2
Cô dạy bình thường đúng giáo trình (mẫu UIT-VSFC #426),1
Cô giải thích rõ ràng dễ hiểu (mẫu UIT-VSFC #312),2
Cô rất nhiệt tình hỗ trợ sinh viên (mẫu UIT-VSFC #1299),2
Thầy dạy rất hay em rất thích (mẫu UIT-VSFC #87),2
Môn học quá khó bài tập nhiều (mẫu UIT-VSFC #732),0
Lớp học nóng bức không tập trung được (mẫu UIT-VSFC #1068),0
Giảng viên rất tận tâm với sinh viên (mẫu UIT-VSFC #2274),2
Giảng viên dạy nhanh quá không hiểu (mẫu UIT-VSFC #1123),0
Bài giảng đủ nội dung chấp nhận được (mẫu UIT-VSFC #1604),1
Môn học giúp em hiểu nhiều điều mới (mẫu UIT-VSFC #628),2
Bài giảng sinh động và hấp dẫn (mẫu UIT-VSFC #2255),2
Môn học rất hay và bổ ích (mẫu UIT-VSFC #2393),2
Giảng viên rất tận tâm với sinh viên (mẫu UIT-VSFC #5494),2
Giảng viên rất tận tâm với sinh viên (mẫu UIT-VSFC #1624),2
Cô giải thích rõ ràng dễ hiểu (mẫu UIT-VSFC #5222),2
Cô giải thích rõ ràng dễ hiểu (mẫu UIT-VSFC #462),2
Cô rất nhiệt tình hỗ trợ sinh viên (mẫu UIT-VSFC #3679),2
Môn học rất hay và bổ ích (mẫu UIT-VSFC #6143),2
Môn học giúp em hiểu nhiều điều mới (mẫu UIT-VSFC #1338),2
Thầy dạy rất hay em rất thích (mẫu UIT-VSFC #6327),2
Môn học rất hay và bổ ích (mẫu UIT-VSFC #3863),2
Giảng viên không chịu lắng nghe ý kiến của sinh viên.,0
Môn này quá nặng so với tín chỉ (mẫu UIT-VSFC #1607),0
Nội dung phong phú và thiết thực (mẫu UIT-VSFC #6496),2
Môn học rất hay và bổ ích (mẫu UIT-VSFC #873),2
"Môn học bình thường, phù hợp với chương trình học.",1
Thầy dạy rất hay em rất thích (mẫu UIT-VSFC #437),2
Môn học giúp em hiểu nhiều điều mới (mẫu UIT-VSFC #5728),2
Tài liệu thiếu không đủ để học (mẫu UIT-VSFC #774),0
Môn học giúp em hiểu nhiều điều mới (mẫu UIT-VSFC #3638),2
Môn học rất hay và bổ ích (mẫu UIT-VSFC #1503),2
Giảng viên hay nghỉ học đột ngột (mẫu UIT-VSFC #550),0
"Bài tập nhóm không được tổ chức tốt, gây mâu thuẫn trong nhóm.",0
Giảng viên dạy nhanh quá không hiểu (mẫu UIT-VSFC #1793),0
Tài liệu thiếu không đủ để học (mẫu UIT-VSFC #744),0
Chương trình học hợp lý và khoa học (mẫu UIT-VSFC #4470),2
Thầy dạy rất hay em rất thích (mẫu UIT-VSFC #2627),2
Bài giảng sinh động và hấp dẫn (mẫu UIT-VSFC #1375),2
Thầy giảng dạy rất tốt và nhiệt tình (mẫu UIT-VSFC #4671),2
Môn học rất hay và bổ ích (mẫu UIT-VSFC #2043),2
Đề thi khó hơn nội dung đã học (mẫu UIT-VSFC #1835),0
Môn học bình thường không có gì đặc biệt (mẫu UIT-VSFC #1281),1
Lớp học nóng bức không tập trung được (mẫu UIT-VSFC #2468),0
Cô giải thích rõ ràng dễ hiểu (mẫu UIT-VSFC #6082),2
Cô không giải thích rõ sinh viên hỏi không được (mẫu UIT-VSFC #1256),0
Bài giảng sinh động và hấp dẫn (mẫu UIT-VSFC #855),2
Thầy dạy rất hay em rất thích (mẫu UIT-VSFC #4097),2
Môn học không khó không dễ (mẫu UIT-VSFC #1405),1
Môn học tạm ổn đáp ứng yêu cầu (mẫu UIT-VSFC #230),1
Cô giải thích rõ ràng dễ hiểu (mẫu UIT-VSFC #3272),2
Nội dung phong phú và thiết thực (mẫu UIT-VSFC #2656),2
Môn học quá khó bài tập nhiều (mẫu UIT-VSFC #242),0
Tài liệu thiếu không đủ để học (mẫu UIT-VSFC #2024),0
Môn học quá khó bài tập nhiều (mẫu UIT-VSFC #1622),0
Thầy dạy rất hay em rất thích (mẫu UIT-VSFC #6257),2
Thầy dạy đủ bài không thiếu nội dung (mẫu UIT-VSFC #1649),1
Thầy dạy đủ bài không thiếu nội dung (mẫu UIT-VSFC #1349),1
Thầy dạy khó hiểu quá sinh viên không theo kịp (mẫu UIT-VSFC #601),0
Lớp học nóng bức không tập trung được (mẫu UIT-VSFC #2728),0
Thầy dạy rất hay em rất thích (mẫu UIT-VSFC #6027),2
Cô rất nhiệt tình hỗ trợ sinh viên (mẫu UIT-VSFC #3179),2
Môn này quá nặng so với tín chỉ (mẫu UIT-VSFC #1067),0
Thầy giảng dạy rất tốt và nhiệt tình (mẫu UIT-VSFC #5071),2
Cô rất nhiệt tình hỗ trợ sinh viên (mẫu UIT-VSFC #3919),2
Môn học quá khó bài tập nhiều (mẫu UIT-VSFC #2132),0
Giảng viên rất tận tâm với sinh viên (mẫu UIT-VSFC #3834),2
Lớp học nóng bức không tập trung được (mẫu UIT-VSFC #738),0
Cô rất nhiệt tình hỗ trợ sinh viên (mẫu UIT-VSFC #4669),2
Giảng viên hay nghỉ học đột ngột (mẫu UIT-VSFC #660),0
Cô giải thích rõ ràng dễ hiểu (mẫu UIT-VSFC #3892),2
Cô rất nhiệt tình hỗ trợ sinh viên (mẫu UIT-VSFC #5969),2
Tài liệu thiếu không đủ để học (mẫu UIT-VSFC #114),0
Môn học tạm ổn đáp ứng yêu cầu (mẫu UIT-VSFC #930),1
Giảng viên dạy nhanh quá không hiểu (mẫu UIT-VSFC #553),0
Môn học rất hay và bổ ích (mẫu UIT-VSFC #2713),2
Môn học rất hay và bổ ích (mẫu UIT-VSFC #2963),2
Cô rất nhiệt tình hỗ trợ sinh viên (mẫu UIT-VSFC #2659),2
Môn học giúp em hiểu nhiều điều mới (mẫu UIT-VSFC #2528),2
Môn học rất hay và bổ ích (mẫu UIT-VSFC #6173),2
Thầy dạy đủ bài không thiếu nội dung (mẫu UIT-VSFC #109),1
Môn học giúp em hiểu nhiều điều mới (mẫu UIT-VSFC #2148),2
Môn học giúp em hiểu nhiều điều mới (mẫu UIT-VSFC #5518),2
Cô rất nhiệt tình hỗ trợ sinh viên (mẫu UIT-VSFC #619),2
Bài tập không liên quan đến nội dung (mẫu UIT-VSFC #2009),0
Cô không giải thích rõ sinh viên hỏi không được (mẫu UIT-VSFC #2226),0
"Thầy dạy nặng về lý thuyết, không có thực hành, rất khô khan.",0
Môn học giúp em hiểu nhiều điều mới (mẫu UIT-VSFC #1658),2
Thầy dạy rất hay em rất thích (mẫu UIT-VSFC #4847),2
Bài giảng sinh động và hấp dẫn (mẫu UIT-VSFC #1265),2
Cô rất nhiệt tình hỗ trợ sinh viên (mẫu UIT-VSFC #2539),2
Giảng viên rất tận tâm với sinh viên (mẫu UIT-VSFC #2254),2
Cô giải thích rõ ràng dễ hiểu (mẫu UIT-VSFC #3712),2
Nội dung phong phú và thiết thực (mẫu UIT-VSFC #3146),2
Giảng viên hay nghỉ học đột ngột (mẫu UIT-VSFC #1350),0
Cô rất nhiệt tình hỗ trợ sinh viên (mẫu UIT-VSFC #5599),2
Chương trình học hợp lý và khoa học (mẫu UIT-VSFC #3510),2
Giảng viên rất tận tâm với sinh viên (mẫu UIT-VSFC #2954),2
Thầy giảng dạy rất tốt và nhiệt tình (mẫu UIT-VSFC #5061),2
Thầy giảng dạy rất tốt và nhiệt tình (mẫu UIT-VSFC #5941),2
Cô rất nhiệt tình hỗ trợ sinh viên (mẫu UIT-VSFC #299),2
Bài giảng đủ nội dung chấp nhận được (mẫu UIT-VSFC #454),1
Tài liệu thiếu không đủ để học (mẫu UIT-VSFC #1714),0
Giảng viên hay nghỉ học đột ngột (mẫu UIT-VSFC #320),0
Cô giải thích rõ ràng dễ hiểu (mẫu UIT-VSFC #1532),2
Môn này quá nặng so với tín chỉ (mẫu UIT-VSFC #2007),0
Giảng viên rất tận tâm với sinh viên (mẫu UIT-VSFC #2094),2
Cô giải thích rõ ràng dễ hiểu (mẫu UIT-VSFC #5382),2
Cô giải thích rõ ràng dễ hiểu (mẫu UIT-VSFC #6172),2
Môn học không khó không dễ (mẫu UIT-VSFC #1435),1
Môn học rất hay và bổ ích (mẫu UIT-VSFC #5073),2
Cô rất nhiệt tình hỗ trợ sinh viên (mẫu UIT-VSFC #1389),2
Cô dạy bình thường đúng giáo trình (mẫu UIT-VSFC #1076),1
Môn học rất hay và bổ ích (mẫu UIT-VSFC #2113),2
Cô giải thích rõ ràng dễ hiểu (mẫu UIT-VSFC #6422),2
Môn học rất hay và bổ ích (mẫu UIT-VSFC #5083),2
Cô giải thích rõ ràng dễ hiểu (mẫu UIT-VSFC #5732),2
Môn học giúp em hiểu nhiều điều mới (mẫu UIT-VSFC #2318),2
Giảng viên hay nghỉ học đột ngột (mẫu UIT-VSFC #2930),0
Nội dung phong phú và thiết thực (mẫu UIT-VSFC #1336),2
Cô giải thích rõ ràng dễ hiểu (mẫu UIT-VSFC #5462),2
Giảng viên rất tận tâm với sinh viên (mẫu UIT-VSFC #2464),2
Chương trình học bình thường (mẫu UIT-VSFC #198),1
Cô rất nhiệt tình hỗ trợ sinh viên (mẫu UIT-VSFC #4129),2
Nội dung phong phú và thiết thực (mẫu UIT-VSFC #4656),2
Giảng viên rất tận tâm với sinh viên (mẫu UIT-VSFC #6334),2
Tài liệu thiếu không đủ để học (mẫu UIT-VSFC #2524),0
Cô rất nhiệt tình hỗ trợ sinh viên (mẫu UIT-VSFC #1549),2
Cô giải thích rõ ràng dễ hiểu (mẫu UIT-VSFC #5402),2
Chương trình học hợp lý và khoa học (mẫu UIT-VSFC #1080),2
Môn học rất hay và bổ ích (mẫu UIT-VSFC #5483),2
Môn học giúp em hiểu nhiều điều mới (mẫu UIT-VSFC #858),2
Thầy dạy đủ bài không thiếu nội dung (mẫu UIT-VSFC #119),1
Giảng viên rất tận tâm với sinh viên (mẫu UIT-VSFC #5544),2
Giảng viên hay nghỉ học đột ngột (mẫu UIT-VSFC #80),0
Môn học giúp em hiểu nhiều điều mới (mẫu UIT-VSFC #6348),2
Giảng viên dạy ổn theo chương trình (mẫu UIT-VSFC #952),1
Cô rất nhiệt tình hỗ trợ sinh viên (mẫu UIT-VSFC #6109),2
Môn học rất hay và bổ ích (mẫu UIT-VSFC #5963),2
Thầy giảng dạy rất tốt và nhiệt tình (mẫu UIT-VSFC #2601),2
Môn học không khó không dễ (mẫu UIT-VSFC #315),1
Môn này quá nặng so với tín chỉ (mẫu UIT-VSFC #1947),0
Bài tập không liên quan đến nội dung (mẫu UIT-VSFC #1969),0
Môn học quá khó bài tập nhiều (mẫu UIT-VSFC #582),0
Bài giảng đủ nội dung chấp nhận được (mẫu UIT-VSFC #1064),1
Chương trình học hợp lý và khoa học (mẫu UIT-VSFC #4060),2
Cô giải thích rõ ràng dễ hiểu (mẫu UIT-VSFC #642),2
Môn học giúp em hiểu nhiều điều mới (mẫu UIT-VSFC #2828),2
Bài tập không liên quan đến nội dung (mẫu UIT-VSFC #1649),0
Cô giải thích rõ ràng dễ hiểu (mẫu UIT-VSFC #1382),2
Thầy dạy rất hay em rất thích (mẫu UIT-VSFC #5627),2
Nội dung phong phú và thiết thực (mẫu UIT-VSFC #1696),2
Nội dung tạm được không hay không dở (mẫu UIT-VSFC #1103),1
Giảng viên rất tận tâm với sinh viên (mẫu UIT-VSFC #1014),2
Bài giảng đủ nội dung chấp nhận được (mẫu UIT-VSFC #1404),1
Môn này quá nặng so với tín chỉ (mẫu UIT-VSFC #1597),0
Đề thi khó hơn nội dung đã học (mẫu UIT-VSFC #1175),0
Cô dạy bình thường đúng giáo trình (mẫu UIT-VSFC #236),1
Môn học giúp em hiểu nhiều điều mới (mẫu UIT-VSFC #5268),2
Bài giảng sinh động và hấp dẫn (mẫu UIT-VSFC #3085),2
Bài tập không liên quan đến nội dung (mẫu UIT-VSFC #2749),0
Thầy dạy khó hiểu quá sinh viên không theo kịp (mẫu UIT-VSFC #751),0
Môn học không khó không dễ (mẫu UIT-VSFC #1285),1
Tài liệu thiếu không đủ để học (mẫu UIT-VSFC #2464),0
Thầy dạy khó hiểu quá sinh viên không theo kịp (mẫu UIT-VSFC #2891),0
Tài liệu thiếu không đủ để học (mẫu UIT-VSFC #964),0
Chương trình học hợp lý và khoa học (mẫu UIT-VSFC #6300),2
Giảng viên hay nghỉ học đột ngột (mẫu UIT-VSFC #1690),0
Không có gì nổi bật cũng không tệ (mẫu UIT-VSFC #57),1
Không có gì nổi bật cũng không tệ (mẫu UIT-VSFC #1507),1
Môn học giúp em hiểu nhiều điều mới (mẫu UIT-VSFC #1258),2
Giảng viên rất tận tâm với sinh viên (mẫu UIT-VSFC #4704),2
Cô giải thích rõ ràng dễ hiểu (mẫu UIT-VSFC #6042),2
Môn học rất hay và bổ ích (mẫu UIT-VSFC #933),2
Thầy dạy rất hay em rất thích (mẫu UIT-VSFC #617),2
Môn này quá nặng so với tín chỉ (mẫu UIT-VSFC #787),0
Lớp học nóng bức không tập trung được (mẫu UIT-VSFC #948),0
Giảng viên dạy ổn theo chương trình (mẫu UIT-VSFC #1472),1
Nội dung phong phú và thiết thực (mẫu UIT-VSFC #1216),2
Đề thi khó hơn nội dung đã học (mẫu UIT-VSFC #1695),0
Thầy dạy rất hay em rất thích (mẫu UIT-VSFC #5767),2
Thầy giảng dạy rất tốt và nhiệt tình (mẫu UIT-VSFC #921),2
Nội dung tạm được không hay không dở (mẫu UIT-VSFC #13),1
Thầy giảng dạy rất tốt và nhiệt tình (mẫu UIT-VSFC #4501),2
Cô giải thích rõ ràng dễ hiểu (mẫu UIT-VSFC #4962),2
Nội dung tạm được không hay không dở (mẫu UIT-VSFC #1043),1
Đề thi khó hơn nội dung đã học (mẫu UIT-VSFC #1065),0
Cô rất nhiệt tình hỗ trợ sinh viên (mẫu UIT-VSFC #1119),2
Lớp học nóng bức không tập trung được (mẫu UIT-VSFC #588),0
Giảng viên rất tận tâm với sinh viên (mẫu UIT-VSFC #2474),2
Chương trình học hợp lý và khoa học (mẫu UIT-VSFC #5180),2
Nội dung phong phú và thiết thực (mẫu UIT-VSFC #5296),2
Thầy dạy khó hiểu quá sinh viên không theo kịp (mẫu UIT-VSFC #2631),0
Môn này quá nặng so với tín chỉ (mẫu UIT-VSFC #737),0
Môn này quá nặng so với tín chỉ (mẫu UIT-VSFC #2877),0
Bài tập không liên quan đến nội dung (mẫu UIT-VSFC #2619),0
Tài liệu thiếu không đủ để học (mẫu UIT-VSFC #984),0
Lớp học nóng bức không tập trung được (mẫu UIT-VSFC #1478),0
Môn học rất hay và bổ ích (mẫu UIT-VSFC #2903),2
Bài giảng sinh động và hấp dẫn (mẫu UIT-VSFC #1235),2
Thầy thường xuyên cho hủy giờ học mà không báo trước.,0
Nội dung tạm được không hay không dở (mẫu UIT-VSFC #193),1
Môn học rất hay và bổ ích (mẫu UIT-VSFC #2843),2
Môn học rất hay và bổ ích (mẫu UIT-VSFC #3233),2
Giảng viên rất tận tâm với sinh viên (mẫu UIT-VSFC #4194),2
Chương trình học hợp lý và khoa học (mẫu UIT-VSFC #2400),2
Môn học bình thường không có gì đặc biệt (mẫu UIT-VSFC #1601),1
Cô giải thích rõ ràng dễ hiểu (mẫu UIT-VSFC #3872),2
Chương trình học hợp lý và khoa học (mẫu UIT-VSFC #2420),2
Môn học rất hay và bổ ích (mẫu UIT-VSFC #5753),2
Bài giảng sinh động và hấp dẫn (mẫu UIT-VSFC #5725),2
Thầy dạy rất hay em rất thích (mẫu UIT-VSFC #3177),2
Lớp học nóng bức không tập trung được (mẫu UIT-VSFC #1738),0
Cô không giải thích rõ sinh viên hỏi không được (mẫu UIT-VSFC #2076),0
Cô rất nhiệt tình hỗ trợ sinh viên (mẫu UIT-VSFC #1869),2
Cô không giải thích rõ sinh viên hỏi không được (mẫu UIT-VSFC #1746),0
Cô giải thích rõ ràng dễ hiểu (mẫu UIT-VSFC #1252),2
Bài giảng sinh động và hấp dẫn (mẫu UIT-VSFC #2755),2
Thầy dạy rất hay em rất thích (mẫu UIT-VSFC #5457),2
Bài giảng đủ nội dung chấp nhận được (mẫu UIT-VSFC #1214),1
Môn học rất hay và bổ ích (mẫu UIT-VSFC #5563),2
Giảng viên rất tận tâm với sinh viên (mẫu UIT-VSFC #5084),2
Nội dung tạm được không hay không dở (mẫu UIT-VSFC #823),1
Cô rất nhiệt tình hỗ trợ sinh viên (mẫu UIT-VSFC #1289),2
Môn này quá nặng so với tín chỉ (mẫu UIT-VSFC #1967),0
Thầy giảng dạy rất tốt và nhiệt tình (mẫu UIT-VSFC #6561),2
Thầy dạy khó hiểu quá sinh viên không theo kịp (mẫu UIT-VSFC #3031),0
Thầy dạy khó hiểu quá sinh viên không theo kịp (mẫu UIT-VSFC #521),0
Giảng viên dạy ổn theo chương trình (mẫu UIT-VSFC #1212),1
Bài giảng sinh động và hấp dẫn (mẫu UIT-VSFC #1735),2
Lớp học nóng bức không tập trung được (mẫu UIT-VSFC #538),0
Giảng viên rất tận tâm với sinh viên (mẫu UIT-VSFC #1444),2
Cô rất nhiệt tình hỗ trợ sinh viên (mẫu UIT-VSFC #5929),2
